userid;user_artist_data.ID;artist_alias.ID;artistid;badid;goodid;artist_name;playcount
1000195;101560;278;1034635;1000110;1034635;[unknown];1
1000199;103252;278;1034635;1000110;1034635;[unknown];16
1000205;105935;278;1034635;1000110;1034635;[unknown];3
1000206;106378;278;1034635;1000110;1034635;[unknown];1
1000208;106991;278;1034635;1000110;1034635;[unknown];4
1000210;107482;278;1034635;1000110;1034635;[unknown];1
1000212;107747;278;1034635;1000110;1034635;[unknown];1
1000217;109224;278;1034635;1000110;1034635;[unknown];12
1000220;109921;278;1034635;1000110;1034635;[unknown];6
1000227;110820;278;1034635;1000110;1034635;[unknown];1
1000232;111584;278;1034635;1000110;1034635;[unknown];1
1000243;113690;278;1034635;1000110;1034635;[unknown];1
1000248;114442;278;1034635;1000110;1034635;[unknown];2
1000251;115062;278;1034635;1000110;1034635;[unknown];4
1000260;116466;278;1034635;1000110;1034635;[unknown];3
1000261;117176;278;1034635;1000110;1034635;[unknown];9
1000272;119122;278;1034635;1000110;1034635;[unknown];1
1000274;120127;278;1034635;1000110;1034635;[unknown];4
1000280;121039;278;1034635;1000110;1034635;[unknown];1
1000286;121924;278;1034635;1000110;1034635;[unknown];2
1000288;122711;278;1034635;1000110;1034635;[unknown];3
1000301;123621;278;1034635;1000110;1034635;[unknown];1
1000302;123947;278;1034635;1000110;1034635;[unknown];3
1000306;124251;278;1034635;1000110;1034635;[unknown];10
1000312;125643;278;1034635;1000110;1034635;[unknown];3
1000316;126215;278;1034635;1000110;1034635;[unknown];3
1000320;126661;278;1034635;1000110;1034635;[unknown];1
1000327;127707;278;1034635;1000110;1034635;[unknown];3
1000331;128667;278;1034635;1000110;1034635;[unknown];2
1000333;128975;278;1034635;1000110;1034635;[unknown];1
1000340;129443;278;1034635;1000110;1034635;[unknown];19
1000346;130585;278;1034635;1000110;1034635;[unknown];46
1000363;133657;278;1034635;1000110;1034635;[unknown];27
1000368;134306;278;1034635;1000110;1034635;[unknown];2
1000372;134627;278;1034635;1000110;1034635;[unknown];3
1000374;134749;278;1034635;1000110;1034635;[unknown];2
1000380;136411;278;1034635;1000110;1034635;[unknown];2
1000387;137316;278;1034635;1000110;1034635;[unknown];21
1000395;139530;278;1034635;1000110;1034635;[unknown];21
1000405;141457;278;1034635;1000110;1034635;[unknown];10
1000414;142938;278;1034635;1000110;1034635;[unknown];4
1000446;146119;278;1034635;1000110;1034635;[unknown];12
1000469;149067;278;1034635;1000110;1034635;[unknown];1
1000471;149286;278;1034635;1000110;1034635;[unknown];19
1000475;150531;278;1034635;1000110;1034635;[unknown];4
1000516;153202;278;1034635;1000110;1034635;[unknown];6
1000520;154299;278;1034635;1000110;1034635;[unknown];6
1000531;155669;278;1034635;1000110;1034635;[unknown];1
1000534;156052;278;1034635;1000110;1034635;[unknown];13
1000535;156707;278;1034635;1000110;1034635;[unknown];16
1000537;157799;278;1034635;1000110;1034635;[unknown];3
1000543;159468;278;1034635;1000110;1034635;[unknown];15
1000544;159792;278;1034635;1000110;1034635;[unknown];2
1000548;160589;278;1034635;1000110;1034635;[unknown];6
1000557;162530;278;1034635;1000110;1034635;[unknown];7
1000562;163674;278;1034635;1000110;1034635;[unknown];1
1000565;164642;278;1034635;1000110;1034635;[unknown];1
1000589;167350;278;1034635;1000110;1034635;[unknown];2
1000592;167836;278;1034635;1000110;1034635;[unknown];3
1000604;169885;278;1034635;1000110;1034635;[unknown];1
1000606;171040;278;1034635;1000110;1034635;[unknown];1
1000608;171420;278;1034635;1000110;1034635;[unknown];2
1000611;172095;278;1034635;1000110;1034635;[unknown];22
1000614;173306;278;1034635;1000110;1034635;[unknown];1
1000617;174087;278;1034635;1000110;1034635;[unknown];2
1000664;177549;278;1034635;1000110;1034635;[unknown];21
1000691;179807;278;1034635;1000110;1034635;[unknown];2
1000694;180208;278;1034635;1000110;1034635;[unknown];17
1000717;182440;278;1034635;1000110;1034635;[unknown];17
1000718;182778;278;1034635;1000110;1034635;[unknown];16
1000719;183254;278;1034635;1000110;1034635;[unknown];3
1000720;183537;278;1034635;1000110;1034635;[unknown];29
1000722;183929;278;1034635;1000110;1034635;[unknown];3
1000730;184574;278;1034635;1000110;1034635;[unknown];1
1000731;184869;278;1034635;1000110;1034635;[unknown];1
1000745;185979;278;1034635;1000110;1034635;[unknown];1
1000749;186377;278;1034635;1000110;1034635;[unknown];2
1000750;186928;278;1034635;1000110;1034635;[unknown];6
1000757;188173;278;1034635;1000110;1034635;[unknown];2
1000767;189960;278;1034635;1000110;1034635;[unknown];945
1000769;191565;278;1034635;1000110;1034635;[unknown];58
1000786;193965;278;1034635;1000110;1034635;[unknown];1
1000787;194314;278;1034635;1000110;1034635;[unknown];26
1000792;194732;278;1034635;1000110;1034635;[unknown];7
1000793;195212;278;1034635;1000110;1034635;[unknown];2
1000798;196253;278;1034635;1000110;1034635;[unknown];1
1000801;197280;278;1034635;1000110;1034635;[unknown];20
1000807;198143;278;1034635;1000110;1034635;[unknown];13
1000815;198928;278;1034635;1000110;1034635;[unknown];13
1000835;201735;278;1034635;1000110;1034635;[unknown];25
1000836;201896;278;1034635;1000110;1034635;[unknown];1
1000838;202072;278;1034635;1000110;1034635;[unknown];3
1000841;202828;278;1034635;1000110;1034635;[unknown];17
1000844;203956;278;1034635;1000110;1034635;[unknown];2
1000847;204857;278;1034635;1000110;1034635;[unknown];1
1000852;205564;278;1034635;1000110;1034635;[unknown];1
1000853;205845;278;1034635;1000110;1034635;[unknown];4
1000856;206516;278;1034635;1000110;1034635;[unknown];36
1000858;206983;278;1034635;1000110;1034635;[unknown];14
1000877;210044;278;1034635;1000110;1034635;[unknown];1
1000879;210809;278;1034635;1000110;1034635;[unknown];1
1000880;211119;278;1034635;1000110;1034635;[unknown];15
1000892;212211;278;1034635;1000110;1034635;[unknown];1
1000900;212788;278;1034635;1000110;1034635;[unknown];5
1000902;213238;278;1034635;1000110;1034635;[unknown];3
1000925;216506;278;1034635;1000110;1034635;[unknown];34
1000926;216650;278;1034635;1000110;1034635;[unknown];1
1000929;217927;278;1034635;1000110;1034635;[unknown];2
1000933;218995;278;1034635;1000110;1034635;[unknown];1
1000937;219459;278;1034635;1000110;1034635;[unknown];3
1000942;219645;278;1034635;1000110;1034635;[unknown];2
1000944;219764;278;1034635;1000110;1034635;[unknown];5
1000949;220978;278;1034635;1000110;1034635;[unknown];2
1000955;221935;278;1034635;1000110;1034635;[unknown];2
1000964;222473;278;1034635;1000110;1034635;[unknown];167
1000967;223104;278;1034635;1000110;1034635;[unknown];31
1000974;223801;278;1034635;1000110;1034635;[unknown];3
1000979;225415;278;1034635;1000110;1034635;[unknown];1
1000991;229537;278;1034635;1000110;1034635;[unknown];58
1001028;233825;278;1034635;1000110;1034635;[unknown];1
1001034;234691;278;1034635;1000110;1034635;[unknown];4
1001035;235604;278;1034635;1000110;1034635;[unknown];1
1001044;237085;278;1034635;1000110;1034635;[unknown];3
1001054;238802;278;1034635;1000110;1034635;[unknown];1
1001071;241142;278;1034635;1000110;1034635;[unknown];1
1001074;241520;278;1034635;1000110;1034635;[unknown];1
1001077;241936;278;1034635;1000110;1034635;[unknown];2
1001079;242133;278;1034635;1000110;1034635;[unknown];1
1001080;242401;278;1034635;1000110;1034635;[unknown];4
1001082;242643;278;1034635;1000110;1034635;[unknown];1
1001085;243069;278;1034635;1000110;1034635;[unknown];1
1001086;243392;278;1034635;1000110;1034635;[unknown];6
1001095;243873;278;1034635;1000110;1034635;[unknown];2
1001096;244219;278;1034635;1000110;1034635;[unknown];2
1001102;245036;278;1034635;1000110;1034635;[unknown];5
1001106;246012;278;1034635;1000110;1034635;[unknown];8
1001109;246930;278;1034635;1000110;1034635;[unknown];3
1001112;247430;278;1034635;1000110;1034635;[unknown];2
1001118;249522;278;1034635;1000110;1034635;[unknown];89
1001123;249907;278;1034635;1000110;1034635;[unknown];1
1001125;250437;278;1034635;1000110;1034635;[unknown];21
1001126;251351;278;1034635;1000110;1034635;[unknown];7
1001129;251935;278;1034635;1000110;1034635;[unknown];1
1001135;252637;278;1034635;1000110;1034635;[unknown];32
1001139;253696;278;1034635;1000110;1034635;[unknown];7
1001140;254090;278;1034635;1000110;1034635;[unknown];1
1001142;254693;278;1034635;1000110;1034635;[unknown];1
1001144;255816;278;1034635;1000110;1034635;[unknown];6
1001149;257809;278;1034635;1000110;1034635;[unknown];1
1001151;258269;278;1034635;1000110;1034635;[unknown];13
1001155;258625;278;1034635;1000110;1034635;[unknown];3
1001156;259035;278;1034635;1000110;1034635;[unknown];2
1001158;259816;278;1034635;1000110;1034635;[unknown];4
1001159;260163;278;1034635;1000110;1034635;[unknown];2
1001167;261269;278;1034635;1000110;1034635;[unknown];25
1001168;261718;278;1034635;1000110;1034635;[unknown];3
1001176;263742;278;1034635;1000110;1034635;[unknown];1
1001185;264249;278;1034635;1000110;1034635;[unknown];3
1001194;266665;278;1034635;1000110;1034635;[unknown];3
1001206;268425;278;1034635;1000110;1034635;[unknown];1
1001214;269813;278;1034635;1000110;1034635;[unknown];2
1001217;270463;278;1034635;1000110;1034635;[unknown];11
1001218;271079;278;1034635;1000110;1034635;[unknown];24
1001220;271365;278;1034635;1000110;1034635;[unknown];2
1001245;273133;278;1034635;1000110;1034635;[unknown];2
1001247;273278;278;1034635;1000110;1034635;[unknown];2
1001249;273848;278;1034635;1000110;1034635;[unknown];1
1001250;274465;278;1034635;1000110;1034635;[unknown];2
1001253;275146;278;1034635;1000110;1034635;[unknown];1
1001264;275962;278;1034635;1000110;1034635;[unknown];1
1001271;276169;278;1034635;1000110;1034635;[unknown];1
1001274;276240;278;1034635;1000110;1034635;[unknown];1
1001280;276655;278;1034635;1000110;1034635;[unknown];1
1001289;278271;278;1034635;1000110;1034635;[unknown];5
1001291;279055;278;1034635;1000110;1034635;[unknown];27
1001298;279896;278;1034635;1000110;1034635;[unknown];19
1001301;280539;278;1034635;1000110;1034635;[unknown];4
1001303;280921;278;1034635;1000110;1034635;[unknown];30
1001308;281817;278;1034635;1000110;1034635;[unknown];1
1001327;285346;278;1034635;1000110;1034635;[unknown];1
1001332;285852;278;1034635;1000110;1034635;[unknown];2
1001335;286112;278;1034635;1000110;1034635;[unknown];2
1001347;287142;278;1034635;1000110;1034635;[unknown];4
1001357;288200;278;1034635;1000110;1034635;[unknown];45
1001358;289249;278;1034635;1000110;1034635;[unknown];5
1001374;291792;278;1034635;1000110;1034635;[unknown];8
1001381;292664;278;1034635;1000110;1034635;[unknown];6
1001398;294203;278;1034635;1000110;1034635;[unknown];2
1001408;295472;278;1034635;1000110;1034635;[unknown];31
1001413;296433;278;1034635;1000110;1034635;[unknown];74
1001421;297349;278;1034635;1000110;1034635;[unknown];3
1001429;298028;278;1034635;1000110;1034635;[unknown];1
1001438;298726;278;1034635;1000110;1034635;[unknown];2
1001449;301736;278;1034635;1000110;1034635;[unknown];2
1001450;302182;278;1034635;1000110;1034635;[unknown];3
1001451;302935;278;1034635;1000110;1034635;[unknown];54
1001454;303670;278;1034635;1000110;1034635;[unknown];1
1001466;305509;278;1034635;1000110;1034635;[unknown];3
1001479;308564;278;1034635;1000110;1034635;[unknown];1
1001483;309197;278;1034635;1000110;1034635;[unknown];1
1001487;310510;278;1034635;1000110;1034635;[unknown];1
1001488;310783;278;1034635;1000110;1034635;[unknown];3
1001493;312216;278;1034635;1000110;1034635;[unknown];1
1001496;312305;278;1034635;1000110;1034635;[unknown];1
1001504;312738;278;1034635;1000110;1034635;[unknown];5
1001513;313866;278;1034635;1000110;1034635;[unknown];5
1001516;315106;278;1034635;1000110;1034635;[unknown];2
1001523;316462;278;1034635;1000110;1034635;[unknown];1
1001527;317249;278;1034635;1000110;1034635;[unknown];1
1001530;318337;278;1034635;1000110;1034635;[unknown];9
1001533;319016;278;1034635;1000110;1034635;[unknown];3
1001534;319764;278;1034635;1000110;1034635;[unknown];4
1001536;321469;278;1034635;1000110;1034635;[unknown];3
1001542;322087;278;1034635;1000110;1034635;[unknown];1
1001557;324451;278;1034635;1000110;1034635;[unknown];1
1001562;325101;278;1034635;1000110;1034635;[unknown];4
1001563;326137;278;1034635;1000110;1034635;[unknown];1
1001567;326443;278;1034635;1000110;1034635;[unknown];5
1001573;327130;278;1034635;1000110;1034635;[unknown];1
1001575;327377;278;1034635;1000110;1034635;[unknown];3
1001577;327568;278;1034635;1000110;1034635;[unknown];1
1001579;327748;278;1034635;1000110;1034635;[unknown];5
1001581;327905;278;1034635;1000110;1034635;[unknown];3
1001586;328123;278;1034635;1000110;1034635;[unknown];5
1001589;328904;278;1034635;1000110;1034635;[unknown];1
1001604;330179;278;1034635;1000110;1034635;[unknown];12
1001606;331096;278;1034635;1000110;1034635;[unknown];4
1001609;331956;278;1034635;1000110;1034635;[unknown];16
1001629;333942;278;1034635;1000110;1034635;[unknown];1
1001634;334259;278;1034635;1000110;1034635;[unknown];3
1001640;334993;278;1034635;1000110;1034635;[unknown];1
1001647;335607;278;1034635;1000110;1034635;[unknown];1
1001651;335916;278;1034635;1000110;1034635;[unknown];1
1001656;335980;278;1034635;1000110;1034635;[unknown];1
1001663;336310;278;1034635;1000110;1034635;[unknown];5
1001676;337650;278;1034635;1000110;1034635;[unknown];5
1001677;337981;278;1034635;1000110;1034635;[unknown];11
1001679;338313;278;1034635;1000110;1034635;[unknown];2
1001689;339212;278;1034635;1000110;1034635;[unknown];3
1001696;339584;278;1034635;1000110;1034635;[unknown];2
1001698;339857;278;1034635;1000110;1034635;[unknown];22
1001699;340614;278;1034635;1000110;1034635;[unknown];4
1001711;343283;278;1034635;1000110;1034635;[unknown];4
1001720;344050;278;1034635;1000110;1034635;[unknown];6
1001721;344967;278;1034635;1000110;1034635;[unknown];1
1001731;347206;278;1034635;1000110;1034635;[unknown];2
1001741;348541;278;1034635;1000110;1034635;[unknown];49
1001751;350847;278;1034635;1000110;1034635;[unknown];1
1001753;351282;278;1034635;1000110;1034635;[unknown];5
1001755;352686;278;1034635;1000110;1034635;[unknown];1
1001766;354631;278;1034635;1000110;1034635;[unknown];9
1001790;360085;278;1034635;1000110;1034635;[unknown];3
1001800;361255;278;1034635;1000110;1034635;[unknown];2
1001801;361560;278;1034635;1000110;1034635;[unknown];5
1001814;363571;278;1034635;1000110;1034635;[unknown];7
1001830;366457;278;1034635;1000110;1034635;[unknown];23
1001841;367404;278;1034635;1000110;1034635;[unknown];10
1001843;368081;278;1034635;1000110;1034635;[unknown];7
1001847;369042;278;1034635;1000110;1034635;[unknown];5
1001856;371843;278;1034635;1000110;1034635;[unknown];23
1001863;373550;278;1034635;1000110;1034635;[unknown];3
1001865;374037;278;1034635;1000110;1034635;[unknown];3
1001866;374347;278;1034635;1000110;1034635;[unknown];17
1001873;376789;278;1034635;1000110;1034635;[unknown];2
1001886;380874;278;1034635;1000110;1034635;[unknown];8
1001896;383579;278;1034635;1000110;1034635;[unknown];47
1001940;390153;278;1034635;1000110;1034635;[unknown];11
1001948;391763;278;1034635;1000110;1034635;[unknown];39
1001950;393401;278;1034635;1000110;1034635;[unknown];11
1001955;393916;278;1034635;1000110;1034635;[unknown];5
1001956;394501;278;1034635;1000110;1034635;[unknown];51
1001965;396270;278;1034635;1000110;1034635;[unknown];1
1001966;396410;278;1034635;1000110;1034635;[unknown];2
1001972;397616;278;1034635;1000110;1034635;[unknown];11
1001990;398661;278;1034635;1000110;1034635;[unknown];1
1002014;400713;278;1034635;1000110;1034635;[unknown];1
1002031;402303;278;1034635;1000110;1034635;[unknown];10
1002037;403075;278;1034635;1000110;1034635;[unknown];2
1002039;404167;278;1034635;1000110;1034635;[unknown];1
1002046;405703;278;1034635;1000110;1034635;[unknown];5
1002068;409246;278;1034635;1000110;1034635;[unknown];1
1002098;410888;278;1034635;1000110;1034635;[unknown];47
1002101;411760;278;1034635;1000110;1034635;[unknown];1
1002127;414276;278;1034635;1000110;1034635;[unknown];12
1002131;415047;278;1034635;1000110;1034635;[unknown];12
1002142;416932;278;1034635;1000110;1034635;[unknown];1
1002143;417045;278;1034635;1000110;1034635;[unknown];1
1002149;417310;278;1034635;1000110;1034635;[unknown];6
1002157;418777;278;1034635;1000110;1034635;[unknown];1
1002159;419014;278;1034635;1000110;1034635;[unknown];1
1002167;420579;278;1034635;1000110;1034635;[unknown];125
1002170;421117;278;1034635;1000110;1034635;[unknown];8
1002172;421826;278;1034635;1000110;1034635;[unknown];4
1002183;423379;278;1034635;1000110;1034635;[unknown];4
1002188;424661;278;1034635;1000110;1034635;[unknown];2
1002214;428928;278;1034635;1000110;1034635;[unknown];1
1002221;429674;278;1034635;1000110;1034635;[unknown];1
1002222;430234;278;1034635;1000110;1034635;[unknown];3
1002237;432487;278;1034635;1000110;1034635;[unknown];4
1002247;433621;278;1034635;1000110;1034635;[unknown];1
1002251;433957;278;1034635;1000110;1034635;[unknown];14
1002254;434285;278;1034635;1000110;1034635;[unknown];14
1002261;435008;278;1034635;1000110;1034635;[unknown];1
1002267;435291;278;1034635;1000110;1034635;[unknown];1
1002271;435797;278;1034635;1000110;1034635;[unknown];2
1002284;437955;278;1034635;1000110;1034635;[unknown];7
1002286;438347;278;1034635;1000110;1034635;[unknown];3
1002296;439287;278;1034635;1000110;1034635;[unknown];2
1002315;441542;278;1034635;1000110;1034635;[unknown];28
1002316;441934;278;1034635;1000110;1034635;[unknown];2
1002319;442827;278;1034635;1000110;1034635;[unknown];5
1002321;443272;278;1034635;1000110;1034635;[unknown];7
1002323;443745;278;1034635;1000110;1034635;[unknown];8
1002329;444291;278;1034635;1000110;1034635;[unknown];1
1002330;444465;278;1034635;1000110;1034635;[unknown];2
1002331;444899;278;1034635;1000110;1034635;[unknown];1
1002345;447269;278;1034635;1000110;1034635;[unknown];2
1002353;448852;278;1034635;1000110;1034635;[unknown];8
1002354;449224;278;1034635;1000110;1034635;[unknown];4
1002356;449908;278;1034635;1000110;1034635;[unknown];2
1002363;450646;278;1034635;1000110;1034635;[unknown];1
1002366;450915;278;1034635;1000110;1034635;[unknown];1
1002384;453080;278;1034635;1000110;1034635;[unknown];6
1002389;453944;278;1034635;1000110;1034635;[unknown];1
1002396;455580;278;1034635;1000110;1034635;[unknown];2
1002414;457807;278;1034635;1000110;1034635;[unknown];2
1002416;458239;278;1034635;1000110;1034635;[unknown];2
1002419;458634;278;1034635;1000110;1034635;[unknown];1
1002420;458920;278;1034635;1000110;1034635;[unknown];1
1002422;459796;278;1034635;1000110;1034635;[unknown];2
1002423;460010;278;1034635;1000110;1034635;[unknown];46
1002434;461857;278;1034635;1000110;1034635;[unknown];2
1002440;462023;278;1034635;1000110;1034635;[unknown];4
1002442;462165;278;1034635;1000110;1034635;[unknown];2
1002450;462444;278;1034635;1000110;1034635;[unknown];1
1002456;463637;278;1034635;1000110;1034635;[unknown];1
1002466;465273;278;1034635;1000110;1034635;[unknown];2
1002468;465656;278;1034635;1000110;1034635;[unknown];2
1002480;466848;278;1034635;1000110;1034635;[unknown];2
1002488;468206;278;1034635;1000110;1034635;[unknown];2
1002493;469676;278;1034635;1000110;1034635;[unknown];1
1002495;470081;278;1034635;1000110;1034635;[unknown];5
1002499;470297;278;1034635;1000110;1034635;[unknown];5
1002501;471014;278;1034635;1000110;1034635;[unknown];5
1002506;471722;278;1034635;1000110;1034635;[unknown];1
1002507;472041;278;1034635;1000110;1034635;[unknown];1
1002511;473642;278;1034635;1000110;1034635;[unknown];100
1002518;476765;278;1034635;1000110;1034635;[unknown];2
1002520;476827;278;1034635;1000110;1034635;[unknown];1
1002525;477134;278;1034635;1000110;1034635;[unknown];1
1002538;478948;278;1034635;1000110;1034635;[unknown];1
1002541;479562;278;1034635;1000110;1034635;[unknown];1
1002542;479700;278;1034635;1000110;1034635;[unknown];3
1002548;479877;278;1034635;1000110;1034635;[unknown];2
1002551;480385;278;1034635;1000110;1034635;[unknown];3
1002553;480911;278;1034635;1000110;1034635;[unknown];4
1002562;481776;278;1034635;1000110;1034635;[unknown];1
1002564;482123;278;1034635;1000110;1034635;[unknown];1
1002567;482521;278;1034635;1000110;1034635;[unknown];3
1002573;483060;278;1034635;1000110;1034635;[unknown];2
1002575;483502;278;1034635;1000110;1034635;[unknown];2
1002581;484230;278;1034635;1000110;1034635;[unknown];17
1002588;484699;278;1034635;1000110;1034635;[unknown];3
1002598;486406;278;1034635;1000110;1034635;[unknown];27
1002599;487122;278;1034635;1000110;1034635;[unknown];28
1002605;488240;278;1034635;1000110;1034635;[unknown];1
1002609;488649;278;1034635;1000110;1034635;[unknown];3
1002612;489541;278;1034635;1000110;1034635;[unknown];3
1002615;490382;278;1034635;1000110;1034635;[unknown];7
1002624;491551;278;1034635;1000110;1034635;[unknown];37
1002636;493542;278;1034635;1000110;1034635;[unknown];1
1002639;493796;278;1034635;1000110;1034635;[unknown];1
1002646;494768;278;1034635;1000110;1034635;[unknown];22
1002654;497771;278;1034635;1000110;1034635;[unknown];8
1002655;498162;278;1034635;1000110;1034635;[unknown];1
1002657;498490;278;1034635;1000110;1034635;[unknown];2
1002670;499160;278;1034635;1000110;1034635;[unknown];1
1002678;499643;278;1034635;1000110;1034635;[unknown];2
1002688;500270;278;1034635;1000110;1034635;[unknown];1
1002690;500673;278;1034635;1000110;1034635;[unknown];3
1002691;500721;278;1034635;1000110;1034635;[unknown];8
1002693;501113;278;1034635;1000110;1034635;[unknown];3
1002709;503943;278;1034635;1000110;1034635;[unknown];6
1002715;504463;278;1034635;1000110;1034635;[unknown];1
1002720;505272;278;1034635;1000110;1034635;[unknown];1
1002728;505927;278;1034635;1000110;1034635;[unknown];2
1002741;506551;278;1034635;1000110;1034635;[unknown];1
1002766;508566;278;1034635;1000110;1034635;[unknown];1
1002770;508773;278;1034635;1000110;1034635;[unknown];1
1002773;509220;278;1034635;1000110;1034635;[unknown];3
1002779;510265;278;1034635;1000110;1034635;[unknown];2
1002780;510822;278;1034635;1000110;1034635;[unknown];1
1002783;512340;278;1034635;1000110;1034635;[unknown];2
1002794;513927;278;1034635;1000110;1034635;[unknown];447
1002802;516022;278;1034635;1000110;1034635;[unknown];7
1002812;517221;278;1034635;1000110;1034635;[unknown];1
1002818;517592;278;1034635;1000110;1034635;[unknown];11
1002823;518254;278;1034635;1000110;1034635;[unknown];1
1002824;519444;278;1034635;1000110;1034635;[unknown];13
1002827;520752;278;1034635;1000110;1034635;[unknown];1
1002828;521034;278;1034635;1000110;1034635;[unknown];55
1002835;522386;278;1034635;1000110;1034635;[unknown];23
1002838;522662;278;1034635;1000110;1034635;[unknown];5
1002841;523271;278;1034635;1000110;1034635;[unknown];2
1002851;524401;278;1034635;1000110;1034635;[unknown];3
1002867;525653;278;1034635;1000110;1034635;[unknown];1
1002868;525676;278;1034635;1000110;1034635;[unknown];3
